ModeOfTransport,Name,Type,Month,Year,PassengerCount
Bus,Sydney Metro Contract 1,Adult,Oct,2017,"438,484"
Bus,Sydney Metro Contract 1,Adult,Oct,2018,"506,676"
Bus,Sydney Metro Contract 1,Adult,Nov,2016,"405,245"
Bus,Sydney Metro Contract 1,Adult,Nov,2017,"455,666"
Bus,Sydney Metro Contract 1,Adult,Nov,2018,"521,433"
Bus,Sydney Metro Contract 1,Adult,Dec,2016,"353,196"
Bus,Sydney Metro Contract 1,Adult,Dec,2017,"382,007"
Bus,Sydney Metro Contract 1,Adult,Dec,2018,"432,004"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Jan,2017,"21,306"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Jan,2018,"19,834"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Jan,2019,"17,732"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Feb,2017,"21,277"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Feb,2018,"19,271"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Feb,2019,"16,570"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Mar,2017,"22,132"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Mar,2018,"20,420"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Apr,2017,"19,715"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Apr,2018,"18,843"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,May,2017,"22,140"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,May,2018,"19,759"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Jun,2017,"20,506"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Jun,2018,"16,891"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Jul,2017,"21,944"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Jul,2018,"18,345"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Aug,2016,"25,753"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Aug,2017,"20,672"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Aug,2018,"17,523"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Sep,2016,"23,416"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Sep,2017,"19,788"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Sep,2018,"15,565"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Oct,2016,"23,138"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Oct,2017,"20,237"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Oct,2018,"17,134"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Nov,2016,"23,352"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Nov,2017,"20,786"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Nov,2018,"17,252"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Dec,2016,"22,065"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Dec,2017,"20,437"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 1,Dec,2018,"17,521"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Jan,2017,"12,021"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Jan,2018,"10,665"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Jan,2019,"9,009"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Feb,2017,"11,824"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Feb,2018,"9,681"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Feb,2019,"8,363"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Mar,2017,"12,923"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Mar,2018,"10,367"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Apr,2017,"11,281"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Apr,2018,"9,672"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,May,2017,"12,297"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,May,2018,"9,980"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Jun,2017,"10,876"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Jun,2018,"8,323"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Jul,2017,"12,068"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Jul,2018,"10,245"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Aug,2016,"17,882"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Aug,2017,"11,032"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Aug,2018,"9,447"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Sep,2016,"14,984"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Sep,2017,"10,484"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Sep,2018,"7,948"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Oct,2016,"14,465"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Oct,2017,"10,477"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Oct,2018,"9,152"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Nov,2016,"13,914"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Nov,2017,"10,561"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Nov,2018,"9,124"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Dec,2016,"13,285"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Dec,2017,"10,862"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 2,Dec,2018,"8,960"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Jan,2017,"1,098"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Jan,2018,922
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Jan,2019,731
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Feb,2017,"1,009"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Feb,2018,776
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Feb,2019,734
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Mar,2017,992
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Mar,2018,803
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Apr,2017,947
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Apr,2018,785
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,May,2017,971
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,May,2018,795
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Jun,2017,876
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Jun,2018,688
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Jul,2017,992
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Jul,2018,891
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Aug,2016,"1,880"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Aug,2017,881
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Aug,2018,851
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Sep,2016,"1,459"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Sep,2017,920
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Sep,2018,726
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Oct,2016,"1,355"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Oct,2017,917
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Oct,2018,857
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Nov,2016,"1,198"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Nov,2017,837
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Nov,2018,825
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Dec,2016,"1,102"
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Dec,2017,942
Bus,Sydney Metro Contract 1,Adult Single Bus Trip 3,Dec,2018,761
Bus,Sydney Metro Contract 1,Child/Youth,Jan,2017,"80,779"
Bus,Sydney Metro Contract 1,Child/Youth,Jan,2018,"90,813"
Bus,Sydney Metro Contract 1,Child/Youth,Jan,2019,"92,159"
Bus,Sydney Metro Contract 1,Child/Youth,Feb,2017,"80,920"
Bus,Sydney Metro Contract 1,Child/Youth,Feb,2018,"85,852"
Bus,Sydney Metro Contract 1,Child/Youth,Feb,2019,"88,371"
Bus,Sydney Metro Contract 1,Child/Youth,Mar,2017,"82,720"
Bus,Sydney Metro Contract 1,Child/Youth,Mar,2018,"89,194"
Bus,Sydney Metro Contract 1,Child/Youth,Apr,2017,"78,164"
Bus,Sydney Metro Contract 1,Child/Youth,Apr,2018,"87,921"
Bus,Sydney Metro Contract 1,Child/Youth,May,2017,"77,300"
Bus,Sydney Metro Contract 1,Child/Youth,May,2018,"85,444"
Bus,Sydney Metro Contract 1,Child/Youth,Jun,2017,"68,761"
Bus,Sydney Metro Contract 1,Child/Youth,Jun,2018,"75,635"
Bus,Sydney Metro Contract 1,Child/Youth,Jul,2016,"62,800"
Bus,Sydney Metro Contract 1,Child/Youth,Jul,2017,"89,142"
Bus,Sydney Metro Contract 1,Child/Youth,Jul,2018,"96,862"
Bus,Sydney Metro Contract 1,Child/Youth,Aug,2016,"67,010"
Bus,Sydney Metro Contract 1,Child/Youth,Aug,2017,"73,381"
Bus,Sydney Metro Contract 1,Child/Youth,Aug,2018,"84,041"
Bus,Sydney Metro Contract 1,Child/Youth,Sep,2016,"70,022"
Bus,Sydney Metro Contract 1,Child/Youth,Sep,2017,"77,498"
Bus,Sydney Metro Contract 1,Child/Youth,Sep,2018,"76,967"
Bus,Sydney Metro Contract 1,Child/Youth,Oct,2016,"78,951"
Bus,Sydney Metro Contract 1,Child/Youth,Oct,2017,"83,085"
Bus,Sydney Metro Contract 1,Child/Youth,Oct,2018,"94,270"
Bus,Sydney Metro Contract 1,Child/Youth,Nov,2016,"76,328"
Bus,Sydney Metro Contract 1,Child/Youth,Nov,2017,"79,384"
Bus,Sydney Metro Contract 1,Child/Youth,Nov,2018,"83,569"
Bus,Sydney Metro Contract 1,Child/Youth,Dec,2016,"77,290"
Bus,Sydney Metro Contract 1,Child/Youth,Dec,2017,"81,840"
Bus,Sydney Metro Contract 1,Child/Youth,Dec,2018,"80,732"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Jan,2017,"10,453"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Jan,2018,"8,730"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Jan,2019,"7,175"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Feb,2017,"6,258"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Feb,2018,"5,228"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Feb,2019,"3,669"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Mar,2017,"6,998"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Mar,2018,"5,720"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Apr,2017,"8,981"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Apr,2018,"7,288"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,May,2017,"6,289"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,May,2018,"5,113"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Jun,2017,"5,812"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Jun,2018,"4,494"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Jul,2017,"8,689"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Jul,2018,"7,502"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Aug,2016,"14,002"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Aug,2017,"5,568"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Aug,2018,"4,981"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Sep,2016,"12,523"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Sep,2017,"7,029"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Sep,2018,"4,518"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Oct,2016,"11,226"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Oct,2017,"6,771"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Oct,2018,"5,907"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Nov,2016,"9,254"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Nov,2017,"5,690"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Nov,2018,"4,407"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Dec,2016,"10,271"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Dec,2017,"8,491"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,Dec,2018,"5,647"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Jan,2017,"8,579"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Jan,2018,"7,107"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Jan,2019,"5,753"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Feb,2017,"4,342"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Feb,2018,"3,340"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Feb,2019,"2,719"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Mar,2017,"4,548"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Mar,2018,"3,697"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Apr,2017,"7,459"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Apr,2018,"5,799"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,May,2017,"4,281"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,May,2018,"3,306"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Jun,2017,"3,982"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Jun,2018,"3,034"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Jul,2017,"7,252"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Jul,2018,"5,961"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Aug,2016,"10,189"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Aug,2017,"3,825"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Aug,2018,"3,307"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Sep,2016,"8,836"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Sep,2017,"5,503"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Sep,2018,"2,973"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Oct,2016,"8,459"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Oct,2017,"5,139"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Oct,2018,"4,738"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Nov,2016,"5,673"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Nov,2017,"3,981"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Nov,2018,"3,120"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Dec,2016,"7,826"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Dec,2017,"6,447"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,Dec,2018,"4,444"
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Jan,2017,869
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Jan,2018,766
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Jan,2019,648
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Feb,2017,389
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Feb,2018,299
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Feb,2019,256
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Mar,2017,428
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Mar,2018,363
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Apr,2017,680
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Apr,2018,539
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,May,2017,388
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,May,2018,272
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Jun,2017,329
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Jun,2018,278
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Jul,2017,658
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Jul,2018,614
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Aug,2016,907
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Aug,2017,353
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Aug,2018,327
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Sep,2016,937
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Sep,2017,456
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Sep,2018,305
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Oct,2016,927
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Oct,2017,448
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Oct,2018,470
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Nov,2016,588
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Nov,2017,408
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Nov,2018,267
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Dec,2016,820
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Dec,2017,616
Bus,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,Dec,2018,447
Bus,Sydney Metro Contract 1,Concession,Jan,2017,"42,676"
Bus,Sydney Metro Contract 1,Concession,Jan,2018,"49,620"
Bus,Sydney Metro Contract 1,Concession,Jan,2019,"45,245"
Bus,Sydney Metro Contract 1,Concession,Feb,2017,"53,466"
Bus,Sydney Metro Contract 1,Concession,Feb,2018,"60,089"
Bus,Sydney Metro Contract 1,Concession,Feb,2019,"57,281"
Bus,Sydney Metro Contract 1,Concession,Mar,2017,"87,410"
Bus,Sydney Metro Contract 1,Concession,Mar,2018,"89,220"
Bus,Sydney Metro Contract 1,Concession,Apr,2017,"62,040"
Bus,Sydney Metro Contract 1,Concession,Apr,2018,"71,692"
Bus,Sydney Metro Contract 1,Concession,May,2017,"81,990"
Bus,Sydney Metro Contract 1,Concession,May,2018,"89,724"
Bus,Sydney Metro Contract 1,Concession,Jun,2017,"62,266"
Bus,Sydney Metro Contract 1,Concession,Jun,2018,"66,213"
Bus,Sydney Metro Contract 1,Concession,Jul,2016,"136,064"
Bus,Sydney Metro Contract 1,Concession,Jul,2017,"63,203"
Bus,Sydney Metro Contract 1,Concession,Jul,2018,"65,528"
Bus,Sydney Metro Contract 1,Concession,Aug,2016,"73,590"
Bus,Sydney Metro Contract 1,Concession,Aug,2017,"86,293"
Bus,Sydney Metro Contract 1,Concession,Aug,2018,"89,250"
Bus,Sydney Metro Contract 1,Concession,Sep,2016,"61,676"
Bus,Sydney Metro Contract 1,Concession,Sep,2017,"70,969"
Bus,Sydney Metro Contract 1,Concession,Sep,2018,"71,129"
Bus,Sydney Metro Contract 1,Concession,Oct,2016,"60,635"
Bus,Sydney Metro Contract 1,Concession,Oct,2017,"74,487"
Bus,Sydney Metro Contract 1,Concession,Oct,2018,"71,192"
Bus,Sydney Metro Contract 1,Concession,Nov,2016,"57,858"
Bus,Sydney Metro Contract 1,Concession,Nov,2017,"69,407"
Bus,Sydney Metro Contract 1,Concession,Nov,2018,"64,437"
Bus,Sydney Metro Contract 1,Concession,Dec,2016,"45,808"
Bus,Sydney Metro Contract 1,Concession,Dec,2017,"52,591"
Bus,Sydney Metro Contract 1,Concession,Dec,2018,"47,328"
Bus,Sydney Metro Contract 1,Employee,Jan,2019,"2,225"
Bus,Sydney Metro Contract 1,Employee,Feb,2019,"2,686"
Bus,Sydney Metro Contract 1,Employee,Mar,2017,1
Bus,Sydney Metro Contract 1,Employee,Jul,2018,4
Bus,Sydney Metro Contract 1,Employee,Aug,2018,"1,208"
Bus,Sydney Metro Contract 1,Employee,Sep,2018,"1,863"
Bus,Sydney Metro Contract 1,Employee,Oct,2018,"2,254"
Bus,Sydney Metro Contract 1,Employee,Nov,2018,"2,325"
Bus,Sydney Metro Contract 1,Employee,Dec,2017,2
Bus,Sydney Metro Contract 1,Employee,Dec,2018,"1,901"
Bus,Sydney Metro Contract 1,Free Travel,Jan,2017,"1,329"
Bus,Sydney Metro Contract 1,Free Travel,Jan,2018,"1,514"
Bus,Sydney Metro Contract 1,Free Travel,Jan,2019,"2,040"
Bus,Sydney Metro Contract 1,Free Travel,Feb,2017,"1,407"
Bus,Sydney Metro Contract 1,Free Travel,Feb,2018,"1,723"
Bus,Sydney Metro Contract 1,Free Travel,Feb,2019,"2,095"
Bus,Sydney Metro Contract 1,Free Travel,Mar,2017,"1,622"
Bus,Sydney Metro Contract 1,Free Travel,Mar,2018,"1,814"
Bus,Sydney Metro Contract 1,Free Travel,Apr,2017,"1,436"
Bus,Sydney Metro Contract 1,Free Travel,Apr,2018,"1,734"
Bus,Sydney Metro Contract 1,Free Travel,May,2017,"1,619"
Bus,Sydney Metro Contract 1,Free Travel,May,2018,"1,932"
Bus,Sydney Metro Contract 1,Free Travel,Jun,2017,"1,374"
Bus,Sydney Metro Contract 1,Free Travel,Jun,2018,"1,709"
Bus,Sydney Metro Contract 1,Free Travel,Jul,2016,"1,149"
Bus,Sydney Metro Contract 1,Free Travel,Jul,2017,"1,433"
Bus,Sydney Metro Contract 1,Free Travel,Jul,2018,"1,934"
Bus,Sydney Metro Contract 1,Free Travel,Aug,2016,"1,281"
Bus,Sydney Metro Contract 1,Free Travel,Aug,2017,"1,538"
Bus,Sydney Metro Contract 1,Free Travel,Aug,2018,"2,064"
Bus,Sydney Metro Contract 1,Free Travel,Sep,2016,"1,320"
Bus,Sydney Metro Contract 1,Free Travel,Sep,2017,"1,359"
Bus,Sydney Metro Contract 1,Free Travel,Sep,2018,"1,752"
Bus,Sydney Metro Contract 1,Free Travel,Oct,2016,"1,410"
Bus,Sydney Metro Contract 1,Free Travel,Oct,2017,"1,542"
Bus,Sydney Metro Contract 1,Free Travel,Oct,2018,"2,047"
Bus,Sydney Metro Contract 1,Free Travel,Nov,2016,"1,462"
Bus,Sydney Metro Contract 1,Free Travel,Nov,2017,"1,641"
Bus,Sydney Metro Contract 1,Free Travel,Nov,2018,"2,040"
Bus,Sydney Metro Contract 1,Free Travel,Dec,2016,"1,337"
Bus,Sydney Metro Contract 1,Free Travel,Dec,2017,"1,520"
Bus,Sydney Metro Contract 1,Free Travel,Dec,2018,"1,909"
Bus,Sydney Metro Contract 1,School Student,Jan,2017,"14,972"
Bus,Sydney Metro Contract 1,School Student,Jan,2018,"16,314"
Bus,Sydney Metro Contract 1,School Student,Jan,2019,"16,653"
Bus,Sydney Metro Contract 1,School Student,Feb,2017,"241,273"
Bus,Sydney Metro Contract 1,School Student,Feb,2018,"256,916"
Bus,Sydney Metro Contract 1,School Student,Feb,2019,"290,486"
Bus,Sydney Metro Contract 1,School Student,Mar,2017,"288,260"
Bus,Sydney Metro Contract 1,School Student,Mar,2018,"306,310"
Bus,Sydney Metro Contract 1,School Student,Apr,2017,"94,867"
Bus,Sydney Metro Contract 1,School Student,Apr,2018,"126,463"
Bus,Sydney Metro Contract 1,School Student,May,2017,"274,658"
Bus,Sydney Metro Contract 1,School Student,May,2018,"336,860"
Bus,Sydney Metro Contract 1,School Student,Jun,2017,"225,602"
Bus,Sydney Metro Contract 1,School Student,Jun,2018,"275,618"
Bus,Sydney Metro Contract 1,School Student,Jul,2016,"138,642"
Bus,Sydney Metro Contract 1,School Student,Jul,2017,"112,694"
Bus,Sydney Metro Contract 1,School Student,Jul,2018,"147,138"
Bus,Sydney Metro Contract 1,School Student,Aug,2016,"296,261"
Bus,Sydney Metro Contract 1,School Student,Aug,2017,"238,995"
Bus,Sydney Metro Contract 1,School Student,Aug,2018,"305,345"
Bus,Sydney Metro Contract 1,School Student,Sep,2016,"203,827"
Bus,Sydney Metro Contract 1,School Student,Sep,2017,"162,480"
Bus,Sydney Metro Contract 1,School Student,Sep,2018,"245,625"
Bus,Sydney Metro Contract 1,School Student,Oct,2016,"197,558"
Bus,Sydney Metro Contract 1,School Student,Oct,2017,"189,313"
Bus,Sydney Metro Contract 1,School Student,Oct,2018,"157,638"
Bus,Sydney Metro Contract 1,School Student,Nov,2016,"255,994"
Bus,Sydney Metro Contract 1,School Student,Nov,2017,"239,425"
Bus,Sydney Metro Contract 1,School Student,Nov,2018,"253,123"
Bus,Sydney Metro Contract 1,School Student,Dec,2016,"105,576"
Bus,Sydney Metro Contract 1,School Student,Dec,2017,"91,676"
Bus,Sydney Metro Contract 1,School Student,Dec,2018,"116,188"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Jan,2017,"203,201"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Jan,2018,"204,510"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Jan,2019,"207,693"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Feb,2017,"220,030"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Feb,2018,"219,649"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Feb,2019,"225,407"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Mar,2017,"245,205"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Mar,2018,"241,446"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Apr,2017,"204,773"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Apr,2018,"217,295"
Bus,Sydney Metro Contract 1,Senior/Pensioner,May,2017,"243,810"
Bus,Sydney Metro Contract 1,Senior/Pensioner,May,2018,"251,153"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Jun,2017,"220,501"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Jun,2018,"220,356"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Jul,2016,"206,110"
Bus,Sydney Metro Contract 1,Senior/Pensioner,Jul,2017,"222,539"
